offset,ExcessCAGR,ExcessSharpe,MaxDD
465,0.04884416233064659,0.3373690423058766,-0.16101357058446852
466,-0.07897251140490236,-0.31145271141510217,-0.17975966955119882
467,-0.1346595064312085,-0.6591395175971682,-0.18075805224165475
468,-0.1008628479283813,-0.46237607031400063,-0.19030749632723976
469,-0.1260692249317854,-0.6748893671819537,-0.17520616812863354
470,-0.15268526206946387,-0.8599026043633858,-0.19200827309986712
471,-0.17657473060629392,-0.9691825533928975,-0.2283967414324929
472,-0.1690484413698392,-0.9019471180700562,-0.22343115831767857
473,-0.12049355502541825,-0.5942359336777536,-0.18653464153950639
474,-0.09239207228427548,-0.4166205752042062,-0.17112789861164335
475,-0.06892333224610481,-0.27756747110727475,-0.15632881196318993
476,-0.037738064818088723,-0.1042804959978336,-0.1683861165937819
477,-0.09252505070247863,-0.41750948896497647,-0.19105395509800094
478,-0.18423960796241146,-0.898240979789617,-0.18709359243835633
479,-0.10145940642525064,-0.4332889867107624,-0.13998006732251556
480,-0.1350392394379506,-0.6093531124517199,-0.18436667199656398
481,-0.16538408017100448,-0.8469693344601961,-0.22376334656584906
482,-0.10658525246730888,-0.5130354465836946,-0.2008022414556906
483,-0.15440223110510531,-0.8036980554150469,-0.24383214263590436
484,-0.11449831697061197,-0.5324259675009947,-0.22113315346737694
485,-0.16249911046489984,-0.8521910248990409,-0.2614309367222587
486,-0.08762298611770125,-0.37552349987325734,-0.20338476161928853
487,-0.018769025274055884,-0.0019336637356233263,-0.1480568035966836
488,0.0711563252388141,0.4672389929202485,-0.16395512331206163
489,0.05013820694116178,0.35754335190281894,-0.17088855009614357
490,0.06761230277746755,0.43465825788028656,-0.13653956442631554
